first_guess,answer,final_guess,n_guesses,play_time,agent
litre,fault,fault,4,0.009990930557250977,MaxInfoAgent
litre,foggy,foggy,5,0.02539372444152832,MaxInfoAgent
litre,flout,flout,4,0.010742664337158203,MaxInfoAgent
litre,carry,carry,4,0.0108489990234375,MaxInfoAgent
litre,sneak,sneak,3,0.009264945983886719,MaxInfoAgent
litre,libel,libel,3,0.0035729408264160156,MaxInfoAgent
litre,waltz,waltz,4,0.005972146987915039,MaxInfoAgent
litre,aptly,aptly,3,0.0032639503479003906,MaxInfoAgent
litre,piney,piney,3,0.004492044448852539,MaxInfoAgent
litre,inept,inept,3,0.003721952438354492,MaxInfoAgent
litre,aloud,aloud,4,0.024078845977783203,MaxInfoAgent
litre,photo,photo,4,0.02994513511657715,MaxInfoAgent
litre,dream,dream,4,0.016479969024658203,MaxInfoAgent
litre,stale,stale,2,0.003495931625366211,MaxInfoAgent
litre,vomit,vomit,3,0.0051288604736328125,MaxInfoAgent
litre,ombre,ombre,3,0.003052949905395508,MaxInfoAgent
litre,fanny,fanny,4,0.02527904510498047,MaxInfoAgent
litre,unite,unite,3,0.003242969512939453,MaxInfoAgent
litre,snarl,snarl,3,0.003307819366455078,MaxInfoAgent
litre,baker,baker,5,0.021509885787963867,MaxInfoAgent
litre,there,there,3,0.007752895355224609,MaxInfoAgent
litre,glyph,glyph,4,0.014179229736328125,MaxInfoAgent
litre,pooch,pooch,4,0.028426170349121094,MaxInfoAgent
litre,hippy,hippy,4,0.00647282600402832,MaxInfoAgent
litre,spell,spell,6,0.010105133056640625,MaxInfoAgent
litre,folly,folly,5,0.011619091033935547,MaxInfoAgent
litre,louse,louse,4,0.004183053970336914,MaxInfoAgent
litre,gulch,gulch,4,0.027107954025268555,MaxInfoAgent
litre,vault,vault,3,0.012099742889404297,MaxInfoAgent
litre,godly,godly,4,0.0108489990234375,MaxInfoAgent
litre,threw,threw,3,0.009647846221923828,MaxInfoAgent
litre,fleet,fleet,4,0.005370140075683594,MaxInfoAgent
litre,grave,grave,6,0.010294914245605469,MaxInfoAgent
litre,inane,inane,3,0.003674745559692383,MaxInfoAgent
litre,shock,shock,4,0.02886199951171875,MaxInfoAgent
litre,crave,crave,4,0.00574183464050293,MaxInfoAgent
litre,spite,spite,3,0.011042118072509766,MaxInfoAgent
litre,valve,valve,5,0.007215976715087891,MaxInfoAgent
litre,skimp,skimp,4,0.014668941497802734,MaxInfoAgent
litre,claim,claim,4,0.006220102310180664,MaxInfoAgent
litre,rainy,rainy,3,0.009951114654541016,MaxInfoAgent
litre,musty,musty,3,0.01125192642211914,MaxInfoAgent
litre,pique,pique,5,0.01707005500793457,MaxInfoAgent
litre,daddy,daddy,5,0.03033614158630371,MaxInfoAgent
litre,quasi,quasi,4,0.008624076843261719,MaxInfoAgent
litre,arise,arise,5,0.008571863174438477,MaxInfoAgent
litre,aging,aging,4,0.017878055572509766,MaxInfoAgent
litre,valet,valet,4,0.004366874694824219,MaxInfoAgent
litre,opium,opium,4,0.014828205108642578,MaxInfoAgent
litre,avert,avert,2,0.002686023712158203,MaxInfoAgent
litre,stuck,stuck,4,0.013046026229858398,MaxInfoAgent
litre,recut,recut,4,0.008099079132080078,MaxInfoAgent
litre,mulch,mulch,3,0.01602005958557129,MaxInfoAgent
litre,genre,genre,4,0.009536027908325195,MaxInfoAgent
litre,plume,plume,3,0.01562809944152832,MaxInfoAgent
litre,rifle,rifle,2,0.0019919872283935547,MaxInfoAgent
litre,count,count,3,0.009883880615234375,MaxInfoAgent
litre,incur,incur,4,0.011404991149902344,MaxInfoAgent
litre,total,total,3,0.0031499862670898438,MaxInfoAgent
litre,wrest,wrest,4,0.004962921142578125,MaxInfoAgent
litre,mocha,mocha,3,0.017104148864746094,MaxInfoAgent
litre,deter,deter,4,0.0043010711669921875,MaxInfoAgent
litre,study,study,6,0.012157917022705078,MaxInfoAgent
litre,lover,lover,2,0.005342960357666016,MaxInfoAgent
litre,safer,safer,5,0.016080856323242188,MaxInfoAgent
litre,rivet,rivet,3,0.009798765182495117,MaxInfoAgent
litre,funny,funny,4,0.026043176651000977,MaxInfoAgent
litre,smoke,smoke,4,0.017061233520507812,MaxInfoAgent
litre,mound,mound,3,0.02265191078186035,MaxInfoAgent
litre,undue,undue,4,0.007200956344604492,MaxInfoAgent
litre,sedan,sedan,2,0.009668111801147461,MaxInfoAgent
litre,pagan,pagan,4,0.02250504493713379,MaxInfoAgent
litre,swine,swine,5,0.013114213943481445,MaxInfoAgent
litre,guile,guile,5,0.005891084671020508,MaxInfoAgent
litre,gusty,gusty,5,0.015751123428344727,MaxInfoAgent
litre,equip,equip,3,0.0033919811248779297,MaxInfoAgent
litre,tough,tough,4,0.00887298583984375,MaxInfoAgent
litre,canoe,canoe,4,0.0076029300689697266,MaxInfoAgent
litre,chaos,chaos,3,0.022964000701904297,MaxInfoAgent
litre,covet,covet,5,0.008608102798461914,MaxInfoAgent
litre,human,human,3,0.01556706428527832,MaxInfoAgent
litre,udder,udder,3,0.017116069793701172,MaxInfoAgent
litre,lunch,lunch,3,0.00551295280456543,MaxInfoAgent
litre,blast,blast,4,0.005599021911621094,MaxInfoAgent
litre,stray,stray,5,0.01750016212463379,MaxInfoAgent
litre,manga,manga,4,0.021398067474365234,MaxInfoAgent
litre,melee,melee,4,0.00847005844116211,MaxInfoAgent
litre,lefty,lefty,3,0.008007049560546875,MaxInfoAgent
litre,quick,quick,4,0.022663116455078125,MaxInfoAgent
litre,paste,paste,6,0.020833969116210938,MaxInfoAgent
litre,given,given,3,0.004549741744995117,MaxInfoAgent
litre,octet,octet,3,0.006638050079345703,MaxInfoAgent
litre,risen,risen,3,0.008466005325317383,MaxInfoAgent
litre,groan,groan,4,0.015298128128051758,MaxInfoAgent
litre,leaky,leaky,4,0.008175134658813477,MaxInfoAgent
litre,grind,grind,4,0.010981082916259766,MaxInfoAgent
litre,carve,carve,4,0.009995222091674805,MaxInfoAgent
litre,loose,loose,3,0.004044055938720703,MaxInfoAgent
litre,sadly,sadly,4,0.018075942993164062,MaxInfoAgent
litre,spilt,spilt,4,0.004173994064331055,MaxInfoAgent
litre,apple,apple,4,0.013151884078979492,MaxInfoAgent
litre,slack,slack,3,0.008676767349243164,MaxInfoAgent
litre,honey,honey,5,0.012769937515258789,MaxInfoAgent
litre,final,final,3,0.00812530517578125,MaxInfoAgent
litre,sheen,sheen,3,0.025346755981445312,MaxInfoAgent
litre,eerie,eerie,3,0.0029528141021728516,MaxInfoAgent
litre,minty,minty,4,0.004659891128540039,MaxInfoAgent
litre,slick,slick,4,0.012942790985107422,MaxInfoAgent
litre,derby,derby,3,0.007609844207763672,MaxInfoAgent
litre,wharf,wharf,5,0.013844966888427734,MaxInfoAgent
litre,spelt,spelt,4,0.0055539608001708984,MaxInfoAgent
litre,coach,coach,3,0.02466583251953125,MaxInfoAgent
litre,erupt,erupt,4,0.010964155197143555,MaxInfoAgent
litre,singe,singe,3,0.0033490657806396484,MaxInfoAgent
litre,price,price,4,0.007877826690673828,MaxInfoAgent
litre,spawn,spawn,4,0.030252933502197266,MaxInfoAgent
litre,fairy,fairy,4,0.009273052215576172,MaxInfoAgent
litre,jiffy,jiffy,5,0.009593963623046875,MaxInfoAgent
litre,filmy,filmy,3,0.010270833969116211,MaxInfoAgent
litre,stack,stack,4,0.014262199401855469,MaxInfoAgent
litre,chose,chose,4,0.01311635971069336,MaxInfoAgent
litre,sleep,sleep,4,0.017019033432006836,MaxInfoAgent
litre,ardor,ardor,5,0.020750045776367188,MaxInfoAgent
litre,nanny,nanny,4,0.02172374725341797,MaxInfoAgent
litre,niece,niece,3,0.009738922119140625,MaxInfoAgent
litre,woozy,woozy,5,0.05486488342285156,MaxInfoAgent
litre,handy,handy,4,0.024183034896850586,MaxInfoAgent
litre,grace,grace,5,0.014851093292236328,MaxInfoAgent
litre,ditto,ditto,3,0.0045888423919677734,MaxInfoAgent
litre,stank,stank,3,0.011428117752075195,MaxInfoAgent
litre,cream,cream,4,0.013505697250366211,MaxInfoAgent
litre,usual,usual,4,0.010376930236816406,MaxInfoAgent
litre,diode,diode,4,0.014609813690185547,MaxInfoAgent
litre,valor,valor,3,0.008916854858398438,MaxInfoAgent
litre,angle,angle,5,0.006963968276977539,MaxInfoAgent
litre,ninja,ninja,5,0.008415937423706055,MaxInfoAgent
litre,muddy,muddy,4,0.02055978775024414,MaxInfoAgent
litre,chase,chase,4,0.014545917510986328,MaxInfoAgent
litre,reply,reply,3,0.0031800270080566406,MaxInfoAgent
litre,prone,prone,5,0.013421058654785156,MaxInfoAgent
litre,spoil,spoil,3,0.015265226364135742,MaxInfoAgent
litre,heart,heart,3,0.009305953979492188,MaxInfoAgent
litre,shade,shade,6,0.011669158935546875,MaxInfoAgent
litre,diner,diner,4,0.01227116584777832,MaxInfoAgent
litre,arson,arson,3,0.008491039276123047,MaxInfoAgent
litre,onion,onion,4,0.014345884323120117,MaxInfoAgent
litre,sleet,sleet,4,0.006438016891479492,MaxInfoAgent
litre,dowel,dowel,5,0.015612125396728516,MaxInfoAgent
litre,couch,couch,5,0.02962017059326172,MaxInfoAgent
litre,palsy,palsy,4,0.015575647354125977,MaxInfoAgent
litre,bowel,bowel,4,0.007277250289916992,MaxInfoAgent
litre,smile,smile,3,0.005784034729003906,MaxInfoAgent
litre,evoke,evoke,4,0.011605024337768555,MaxInfoAgent
litre,creek,creek,4,0.016389846801757812,MaxInfoAgent
litre,lance,lance,4,0.004195690155029297,MaxInfoAgent
litre,eagle,eagle,4,0.008598089218139648,MaxInfoAgent
litre,idiot,idiot,4,0.010201215744018555,MaxInfoAgent
litre,siren,siren,3,0.003914833068847656,MaxInfoAgent
litre,built,built,4,0.007774829864501953,MaxInfoAgent
litre,embed,embed,4,0.017117023468017578,MaxInfoAgent
litre,award,award,4,0.011948108673095703,MaxInfoAgent
litre,dross,dross,4,0.01508021354675293,MaxInfoAgent
litre,annul,annul,4,0.01180577278137207,MaxInfoAgent
litre,goody,goody,5,0.030994892120361328,MaxInfoAgent
litre,frown,frown,6,0.019008874893188477,MaxInfoAgent
litre,patio,patio,3,0.005172014236450195,MaxInfoAgent
litre,laden,laden,3,0.00853729248046875,MaxInfoAgent
litre,humid,humid,4,0.00760197639465332,MaxInfoAgent
litre,elite,elite,3,0.00727391242980957,MaxInfoAgent
litre,lymph,lymph,4,0.008045196533203125,MaxInfoAgent
litre,edify,edify,3,0.0033729076385498047,MaxInfoAgent
litre,might,might,6,0.01724696159362793,MaxInfoAgent
litre,reset,reset,3,0.008378028869628906,MaxInfoAgent
litre,visit,visit,4,0.0048732757568359375,MaxInfoAgent
litre,gusto,gusto,3,0.011679887771606445,MaxInfoAgent
litre,purse,purse,4,0.007857084274291992,MaxInfoAgent
litre,vapor,vapor,4,0.009616851806640625,MaxInfoAgent
litre,crock,crock,5,0.0184173583984375,MaxInfoAgent
litre,write,write,3,0.0026710033416748047,MaxInfoAgent
litre,sunny,sunny,4,0.022667884826660156,MaxInfoAgent
litre,loath,loath,3,0.006457805633544922,MaxInfoAgent
litre,chaff,chaff,4,0.02746105194091797,MaxInfoAgent
litre,slide,slide,2,0.0028657913208007812,MaxInfoAgent
litre,queer,queer,5,0.02007007598876953,MaxInfoAgent
litre,venom,venom,5,0.01894974708557129,MaxInfoAgent
litre,stamp,stamp,5,0.015304327011108398,MaxInfoAgent
litre,sorry,sorry,4,0.0063800811767578125,MaxInfoAgent
litre,still,still,3,0.0028228759765625,MaxInfoAgent
litre,acorn,acorn,4,0.0074100494384765625,MaxInfoAgent
litre,aping,aping,3,0.007805824279785156,MaxInfoAgent
litre,pushy,pushy,5,0.03243708610534668,MaxInfoAgent
litre,tamer,tamer,3,0.0052947998046875,MaxInfoAgent
litre,hater,hater,4,0.007588863372802734,MaxInfoAgent
litre,mania,mania,3,0.01220083236694336,MaxInfoAgent
litre,awoke,awoke,5,0.009273052215576172,MaxInfoAgent
litre,brawn,brawn,5,0.017786264419555664,MaxInfoAgent
litre,swift,swift,4,0.0059010982513427734,MaxInfoAgent
litre,exile,exile,4,0.004672050476074219,MaxInfoAgent
litre,birch,birch,3,0.0034492015838623047,MaxInfoAgent
litre,lucky,lucky,3,0.004049777984619141,MaxInfoAgent
litre,freer,freer,4,0.0160219669342041,MaxInfoAgent
litre,risky,risky,4,0.005326032638549805,MaxInfoAgent
litre,ghost,ghost,3,0.01962900161743164,MaxInfoAgent
litre,plier,plier,2,0.0025141239166259766,MaxInfoAgent
litre,lunar,lunar,3,0.0028951168060302734,MaxInfoAgent
litre,winch,winch,4,0.006270170211791992,MaxInfoAgent
litre,snare,snare,5,0.013164043426513672,MaxInfoAgent
litre,nurse,nurse,4,0.005902767181396484,MaxInfoAgent
litre,house,house,4,0.00734400749206543,MaxInfoAgent
litre,borax,borax,4,0.021766185760498047,MaxInfoAgent
litre,nicer,nicer,3,0.006362199783325195,MaxInfoAgent
litre,lurch,lurch,3,0.007322788238525391,MaxInfoAgent
litre,exalt,exalt,4,0.004767894744873047,MaxInfoAgent
litre,about,about,3,0.011168956756591797,MaxInfoAgent
litre,savvy,savvy,4,0.024532079696655273,MaxInfoAgent
litre,toxin,toxin,4,0.009271860122680664,MaxInfoAgent
litre,tunic,tunic,4,0.005810976028442383,MaxInfoAgent
litre,pried,pried,5,0.018420934677124023,MaxInfoAgent
litre,inlay,inlay,3,0.008096933364868164,MaxInfoAgent
litre,chump,chump,4,0.023457050323486328,MaxInfoAgent
litre,lanky,lanky,3,0.007127046585083008,MaxInfoAgent
litre,cress,cress,4,0.020346879959106445,MaxInfoAgent
litre,eater,eater,2,0.002608060836791992,MaxInfoAgent
litre,elude,elude,5,0.013114213943481445,MaxInfoAgent
litre,cycle,cycle,4,0.007809877395629883,MaxInfoAgent
litre,kitty,kitty,5,0.005995035171508789,MaxInfoAgent
litre,boule,boule,4,0.0054018497467041016,MaxInfoAgent
litre,moron,moron,3,0.012604236602783203,MaxInfoAgent
litre,tenet,tenet,4,0.006951093673706055,MaxInfoAgent
litre,place,place,5,0.01703810691833496,MaxInfoAgent
litre,lobby,lobby,4,0.01586294174194336,MaxInfoAgent
litre,plush,plush,4,0.010238170623779297,MaxInfoAgent
litre,vigil,vigil,4,0.013889074325561523,MaxInfoAgent
litre,index,index,3,0.0045969486236572266,MaxInfoAgent
litre,blink,blink,4,0.006287097930908203,MaxInfoAgent
litre,clung,clung,4,0.015611886978149414,MaxInfoAgent
litre,qualm,qualm,3,0.008409261703491211,MaxInfoAgent
litre,croup,croup,4,0.022290945053100586,MaxInfoAgent
litre,clink,clink,4,0.00988006591796875,MaxInfoAgent
litre,juicy,juicy,4,0.017525196075439453,MaxInfoAgent
litre,stage,stage,5,0.014513731002807617,MaxInfoAgent
litre,decay,decay,3,0.017657041549682617,MaxInfoAgent
litre,nerve,nerve,5,0.007136821746826172,MaxInfoAgent
litre,flier,flier,3,0.0027120113372802734,MaxInfoAgent
litre,shaft,shaft,3,0.0067958831787109375,MaxInfoAgent
litre,crook,crook,3,0.008692264556884766,MaxInfoAgent
litre,clean,clean,4,0.014120817184448242,MaxInfoAgent
litre,china,china,3,0.0064351558685302734,MaxInfoAgent
litre,ridge,ridge,3,0.009474992752075195,MaxInfoAgent
litre,vowel,vowel,4,0.008437395095825195,MaxInfoAgent
litre,gnome,gnome,4,0.00781702995300293,MaxInfoAgent
litre,snuck,snuck,4,0.018882036209106445,MaxInfoAgent
litre,icing,icing,3,0.006926059722900391,MaxInfoAgent
litre,spiny,spiny,5,0.011042118072509766,MaxInfoAgent
litre,rigor,rigor,4,0.004970073699951172,MaxInfoAgent
litre,snail,snail,4,0.006824016571044922,MaxInfoAgent
litre,flown,flown,4,0.015963077545166016,MaxInfoAgent
litre,rabid,rabid,3,0.004725933074951172,MaxInfoAgent
litre,prose,prose,4,0.013862133026123047,MaxInfoAgent
litre,thank,thank,3,0.007133960723876953,MaxInfoAgent
litre,poppy,poppy,5,0.028225183486938477,MaxInfoAgent
litre,budge,budge,4,0.008309125900268555,MaxInfoAgent
litre,fiber,fiber,5,0.0074961185455322266,MaxInfoAgent
litre,moldy,moldy,4,0.017698049545288086,MaxInfoAgent
litre,dowdy,dowdy,5,0.030929088592529297,MaxInfoAgent
litre,kneel,kneel,3,0.01336669921875,MaxInfoAgent
litre,track,track,4,0.0070037841796875,MaxInfoAgent
litre,caddy,caddy,4,0.024422883987426758,MaxInfoAgent
litre,quell,quell,4,0.007772922515869141,MaxInfoAgent
litre,dumpy,dumpy,4,0.018446922302246094,MaxInfoAgent
litre,paler,paler,4,0.006630897521972656,MaxInfoAgent
litre,swore,swore,6,0.02088022232055664,MaxInfoAgent
litre,rebar,rebar,3,0.007807254791259766,MaxInfoAgent
litre,scuba,scuba,4,0.027506113052368164,MaxInfoAgent
litre,splat,splat,3,0.010910987854003906,MaxInfoAgent
litre,flyer,flyer,5,0.006361961364746094,MaxInfoAgent
litre,horny,horny,3,0.009016990661621094,MaxInfoAgent
litre,mason,mason,3,0.027137041091918945,MaxInfoAgent
litre,doing,doing,3,0.02294325828552246,MaxInfoAgent
litre,ozone,ozone,4,0.007917165756225586,MaxInfoAgent
litre,amply,amply,4,0.02342820167541504,MaxInfoAgent
litre,molar,molar,5,0.0073239803314208984,MaxInfoAgent
litre,ovary,ovary,3,0.005465984344482422,MaxInfoAgent
litre,beset,beset,3,0.012481927871704102,MaxInfoAgent
litre,queue,queue,5,0.008643865585327148,MaxInfoAgent
litre,cliff,cliff,4,0.01131296157836914,MaxInfoAgent
litre,magic,magic,3,0.009222269058227539,MaxInfoAgent
litre,truce,truce,3,0.003679037094116211,MaxInfoAgent
litre,sport,sport,2,0.0030951499938964844,MaxInfoAgent
litre,fritz,fritz,4,0.011570930480957031,MaxInfoAgent
litre,edict,edict,3,0.009493112564086914,MaxInfoAgent
litre,twirl,twirl,3,0.010561943054199219,MaxInfoAgent
litre,verse,verse,4,0.007315158843994141,MaxInfoAgent
litre,llama,llama,4,0.005309104919433594,MaxInfoAgent
litre,eaten,eaten,4,0.0045430660247802734,MaxInfoAgent
litre,range,range,3,0.007606029510498047,MaxInfoAgent
litre,whisk,whisk,4,0.016324758529663086,MaxInfoAgent
litre,hovel,hovel,3,0.016433000564575195,MaxInfoAgent
litre,rehab,rehab,4,0.01416778564453125,MaxInfoAgent
litre,macaw,macaw,4,0.026183128356933594,MaxInfoAgent
litre,sigma,sigma,4,0.013683795928955078,MaxInfoAgent
litre,spout,spout,4,0.011962890625,MaxInfoAgent
litre,verve,verve,5,0.019934892654418945,MaxInfoAgent
litre,sushi,sushi,4,0.0074689388275146484,MaxInfoAgent
litre,dying,dying,4,0.011227846145629883,MaxInfoAgent
litre,fetid,fetid,2,0.00514531135559082,MaxInfoAgent
litre,brain,brain,3,0.006630897521972656,MaxInfoAgent
litre,buddy,buddy,4,0.029744863510131836,MaxInfoAgent
litre,thump,thump,3,0.021831274032592773,MaxInfoAgent
litre,scion,scion,3,0.0063021183013916016,MaxInfoAgent
litre,candy,candy,4,0.02476215362548828,MaxInfoAgent
litre,chord,chord,3,0.004796266555786133,MaxInfoAgent
litre,basin,basin,3,0.012146949768066406,MaxInfoAgent
litre,march,march,3,0.00951695442199707,MaxInfoAgent
litre,crowd,crowd,4,0.015275001525878906,MaxInfoAgent
litre,arbor,arbor,4,0.015031099319458008,MaxInfoAgent
litre,gayly,gayly,4,0.010759115219116211,MaxInfoAgent
litre,musky,musky,4,0.02246236801147461,MaxInfoAgent
litre,stain,stain,3,0.006118059158325195,MaxInfoAgent
litre,dally,dally,4,0.010981082916259766,MaxInfoAgent
litre,bless,bless,4,0.008148908615112305,MaxInfoAgent
litre,bravo,bravo,4,0.01600813865661621,MaxInfoAgent
litre,stung,stung,4,0.010340213775634766,MaxInfoAgent
litre,title,title,2,0.0017626285552978516,MaxInfoAgent
litre,ruler,ruler,3,0.003587007522583008,MaxInfoAgent
litre,kiosk,kiosk,3,0.013234853744506836,MaxInfoAgent
litre,blond,blond,3,0.02657485008239746,MaxInfoAgent
litre,ennui,ennui,3,0.005836009979248047,MaxInfoAgent
litre,layer,layer,4,0.004671812057495117,MaxInfoAgent
litre,fluid,fluid,3,0.008733749389648438,MaxInfoAgent
litre,tatty,tatty,6,0.011205911636352539,MaxInfoAgent
litre,score,score,5,0.013643741607666016,MaxInfoAgent
litre,cutie,cutie,3,0.003381967544555664,MaxInfoAgent
litre,zebra,zebra,3,0.0038411617279052734,MaxInfoAgent
litre,barge,barge,4,0.015219926834106445,MaxInfoAgent
litre,matey,matey,4,0.004825115203857422,MaxInfoAgent
litre,bluer,bluer,5,0.0061261653900146484,MaxInfoAgent
litre,aider,aider,6,0.021162986755371094,MaxInfoAgent
litre,shook,shook,4,0.02412128448486328,MaxInfoAgent
litre,river,river,4,0.004446983337402344,MaxInfoAgent
litre,privy,privy,4,0.012456893920898438,MaxInfoAgent
litre,betel,betel,3,0.002807140350341797,MaxInfoAgent
litre,frisk,frisk,4,0.006161928176879883,MaxInfoAgent
litre,bongo,bongo,4,0.024103879928588867,MaxInfoAgent
litre,begun,begun,3,0.015357017517089844,MaxInfoAgent
litre,azure,azure,4,0.0048329830169677734,MaxInfoAgent
litre,weave,weave,5,0.015416145324707031,MaxInfoAgent
litre,genie,genie,3,0.003498077392578125,MaxInfoAgent
litre,sound,sound,3,0.015473127365112305,MaxInfoAgent
litre,glove,glove,5,0.008321046829223633,MaxInfoAgent
litre,braid,braid,3,0.004786014556884766,MaxInfoAgent
litre,scope,scope,4,0.015069961547851562,MaxInfoAgent
litre,wryly,wryly,4,0.005249738693237305,MaxInfoAgent
litre,rover,rover,5,0.024901151657104492,MaxInfoAgent
litre,assay,assay,4,0.02309107780456543,MaxInfoAgent
litre,ocean,ocean,3,0.01051783561706543,MaxInfoAgent
litre,bloom,bloom,4,0.01053166389465332,MaxInfoAgent
litre,irate,irate,3,0.0027070045471191406,MaxInfoAgent
litre,later,later,2,0.0013692378997802734,MaxInfoAgent
litre,woken,woken,4,0.0196380615234375,MaxInfoAgent
litre,silky,silky,4,0.004765987396240234,MaxInfoAgent
litre,wreck,wreck,4,0.01502084732055664,MaxInfoAgent
litre,dwelt,dwelt,4,0.004687786102294922,MaxInfoAgent
litre,slate,slate,3,0.002727985382080078,MaxInfoAgent
litre,smack,smack,4,0.044600725173950195,MaxInfoAgent
litre,solid,solid,3,0.00786590576171875,MaxInfoAgent
litre,amaze,amaze,5,0.01990509033203125,MaxInfoAgent
litre,hazel,hazel,4,0.007334232330322266,MaxInfoAgent
litre,wrist,wrist,4,0.004419088363647461,MaxInfoAgent
litre,jolly,jolly,6,0.01944589614868164,MaxInfoAgent
litre,globe,globe,3,0.005100727081298828,MaxInfoAgent
litre,flint,flint,3,0.0029540061950683594,MaxInfoAgent
litre,rouse,rouse,3,0.005069732666015625,MaxInfoAgent
litre,civil,civil,4,0.004498958587646484,MaxInfoAgent
litre,vista,vista,4,0.009876012802124023,MaxInfoAgent
litre,relax,relax,4,0.009865045547485352,MaxInfoAgent
litre,cover,cover,6,0.015163898468017578,MaxInfoAgent
litre,alive,alive,3,0.010846138000488281,MaxInfoAgent
litre,beech,beech,3,0.010489940643310547,MaxInfoAgent
litre,jetty,jetty,4,0.005978822708129883,MaxInfoAgent
litre,bliss,bliss,3,0.011178016662597656,MaxInfoAgent
litre,vocal,vocal,3,0.009153127670288086,MaxInfoAgent
litre,often,often,3,0.003690004348754883,MaxInfoAgent
litre,dolly,dolly,4,0.008839845657348633,MaxInfoAgent
litre,eight,eight,3,0.005580902099609375,MaxInfoAgent
litre,joker,joker,6,0.025609970092773438,MaxInfoAgent
litre,since,since,2,0.00391697883605957,MaxInfoAgent
litre,event,event,4,0.006913900375366211,MaxInfoAgent
litre,ensue,ensue,3,0.01102900505065918,MaxInfoAgent
litre,shunt,shunt,3,0.007815837860107422,MaxInfoAgent
litre,diver,diver,3,0.005766153335571289,MaxInfoAgent
litre,poser,poser,4,0.022797107696533203,MaxInfoAgent
litre,worst,worst,3,0.004786014556884766,MaxInfoAgent
litre,sweep,sweep,3,0.011278152465820312,MaxInfoAgent
litre,alley,alley,4,0.008317947387695312,MaxInfoAgent
litre,creed,creed,3,0.0147552490234375,MaxInfoAgent
litre,anime,anime,3,0.003754138946533203,MaxInfoAgent
litre,leafy,leafy,3,0.00533294677734375,MaxInfoAgent
litre,bosom,bosom,3,0.023845911026000977,MaxInfoAgent
litre,dunce,dunce,4,0.007495880126953125,MaxInfoAgent
litre,stare,stare,3,0.010361909866333008,MaxInfoAgent
litre,pudgy,pudgy,4,0.022510051727294922,MaxInfoAgent
litre,waive,waive,4,0.0053861141204833984,MaxInfoAgent
litre,choir,choir,4,0.01349496841430664,MaxInfoAgent
litre,stood,stood,4,0.014257192611694336,MaxInfoAgent
litre,spoke,spoke,4,0.012546062469482422,MaxInfoAgent
litre,outgo,outgo,3,0.0069427490234375,MaxInfoAgent
litre,delay,delay,4,0.014745950698852539,MaxInfoAgent
litre,bilge,bilge,3,0.0027780532836914062,MaxInfoAgent
litre,ideal,ideal,3,0.0031762123107910156,MaxInfoAgent
litre,clasp,clasp,4,0.011036157608032227,MaxInfoAgent
litre,seize,seize,4,0.015853166580200195,MaxInfoAgent
litre,hotly,hotly,3,0.011543989181518555,MaxInfoAgent
litre,laugh,laugh,3,0.009486913681030273,MaxInfoAgent
litre,sieve,sieve,3,0.0039370059967041016,MaxInfoAgent
litre,block,block,3,0.009624004364013672,MaxInfoAgent
litre,meant,meant,3,0.0071370601654052734,MaxInfoAgent
litre,grape,grape,3,0.00974273681640625,MaxInfoAgent
litre,noose,noose,5,0.00870513916015625,MaxInfoAgent
litre,hardy,hardy,4,0.02377009391784668,MaxInfoAgent
litre,shied,shied,4,0.005047798156738281,MaxInfoAgent
litre,drawl,drawl,4,0.010941743850708008,MaxInfoAgent
litre,daisy,daisy,3,0.015462160110473633,MaxInfoAgent
litre,putty,putty,3,0.0048220157623291016,MaxInfoAgent
litre,strut,strut,3,0.0063741207122802734,MaxInfoAgent
litre,burnt,burnt,3,0.01385498046875,MaxInfoAgent
litre,tulip,tulip,3,0.006651163101196289,MaxInfoAgent
litre,crick,crick,4,0.006346940994262695,MaxInfoAgent
litre,idyll,idyll,4,0.012516975402832031,MaxInfoAgent
litre,vixen,vixen,3,0.0037910938262939453,MaxInfoAgent
litre,furor,furor,4,0.010142087936401367,MaxInfoAgent
litre,geeky,geeky,4,0.021956682205200195,MaxInfoAgent
litre,cough,cough,5,0.03559398651123047,MaxInfoAgent
litre,naive,naive,3,0.004730224609375,MaxInfoAgent
litre,shoal,shoal,4,0.015056848526000977,MaxInfoAgent
litre,stork,stork,4,0.009276866912841797,MaxInfoAgent
litre,bathe,bathe,3,0.006563663482666016,MaxInfoAgent
litre,aunty,aunty,4,0.010092973709106445,MaxInfoAgent
litre,check,check,4,0.022680044174194336,MaxInfoAgent
litre,prime,prime,3,0.0042951107025146484,MaxInfoAgent
litre,brass,brass,4,0.016435861587524414,MaxInfoAgent
litre,outer,outer,4,0.004619121551513672,MaxInfoAgent
litre,furry,furry,4,0.006634950637817383,MaxInfoAgent
litre,razor,razor,5,0.018950939178466797,MaxInfoAgent
litre,elect,elect,3,0.003525972366333008,MaxInfoAgent
litre,evict,evict,3,0.010464906692504883,MaxInfoAgent
litre,imply,imply,4,0.015202760696411133,MaxInfoAgent
litre,demur,demur,4,0.013505220413208008,MaxInfoAgent
litre,quota,quota,3,0.0174100399017334,MaxInfoAgent
litre,haven,haven,4,0.011780023574829102,MaxInfoAgent
litre,cavil,cavil,4,0.0075719356536865234,MaxInfoAgent
litre,swear,swear,3,0.014422893524169922,MaxInfoAgent
litre,crump,crump,4,0.017133235931396484,MaxInfoAgent
litre,dough,dough,4,0.023956298828125,MaxInfoAgent
